# sample	original read count	reads mapping to OTU with taxonomy	reads mapping to unclassifed OTU
ERR2172485	59994	54140	1287
ERR2172484	142010	128478	3251
ERR2172487	88203	80011	2075
ERR2172529	1	1	0
ERR2172576	129203	116469	4170
ERR2173113	3	2	1
ERR2172584	166549	148765	4650
ERR2172389	121391	108090	4426
ERR2172365	90239	81848	1746
ERR2173115	3431	2273	740
ERR2173020	19719	18339	490
ERR2173021	11189	10277	311
ERR2173022	22468	20586	676
ERR2173023	20756	18351	823
ERR2172997	16	14	1
ERR2173116	3	3	0
ERR2173026	45688	41448	1763
ERR2173027	28080	25929	759
ERR2173028	22329	16560	2950
ERR2173142	4	1	1
ERR2173141	1	1	0
ERR2173117	9006	3699	1321
ERR2173147	11442	11007	158
ERR2173146	3	0	2
ERR2173145	5	5	0
ERR2173144	14770	13632	332
ERR2172412	137161	126500	3178
ERR2172413	71853	66196	1728
ERR2172410	109438	101319	2606
ERR2172411	101813	93836	2421
ERR2172416	244582	224319	5296
ERR2172417	95916	86509	2360
ERR2172414	109410	98915	2704
ERR2172415	89956	82251	1636
ERR2172418	128225	117658	2721
ERR2172419	5	1	3
