# OTU	1070_H_p33_f93	1070_H_p43_f42	1070_H_p12_f22	1070_CCD_p31_f41	1070_H_p16_i35	1070_CCD_p34_f67	1070_ICD_p21_f88	1070_H_p13_f25	1070_ICD_p22_f39	1070_H_p21_f101	1070_UC_p39_f104	1070_H_p14_b27	1070_UC_p41_f102	1070_ICD_p10_f21	1070_ICD_p15_f30	1070_H_p41_f87	1070_H_p19_f70	1070_H_p16_dc35	1070_CCD_p9_f20	1070_H_p11_dc26	1070_H_p14_f27	1070_ICD_p15_f29	1070_CCD_p14_b28	1070_ICD_p15_i29	1070_H_p35_f78	1070_UC_p44_f54	1070_H_p29_f48	1070_CCD_p17_f32	1070_ICD_p18_i33	1070_UC_p40_f73	1070_CCD_p12_dc23	1070_CCD_p12_f23	1070_ICD_p10_dc18	1070_CCD_p14_f28	1070_H_p18_i36	1070_H_p42_f79	1070_H_p18_dc36	1070_H_p12_dc22	1070_H_p25_f58	1070_H_p13_a25	1070_H_p18_f36	1070_ICD_p15_i30	1070_CCD_p13_a24	1070_UC_p42_f76	1070_H_p1_f8	1070_H_p1_f1	1070_UC_p25_f115	1070_CCD_p11_i19	1070_CCD_p14_i28	1070_ICD_p10_i21	1070_H_p30_f85	1070_uiCD_p32_f91	1070_H_p38_f63	1070_UC_p19_f82	1070_H_p11_i26	1070_CCD_p13_dc24	1070_H_p34_f75	1070_H_p28_f55	1070_H_p46_f69	1070_ICD_p10_f18	1070_CCD_p11_f19	1070_UC_p26_f44	1070_CCD_p36_f114	1070_H_p36_f89	1070_H_p26_f94	1070_ICD_p10_i18	1070_H_p32_f98	1070_CCD_p11_dc19	1070_CCD_p17_i32	1070_CCD_p17_i34	1070_H_p31_f61	1070_H_p24_f68	1070_CCD_p13_f24	1070_ICD_p29_f110	1070_ICD_p28_f53	1070_ICD_p18_dc33	1070_H_p13_b25	1070_ICD_p16_i31	1070_UC_p20_f43	1070_UC_p20_f40	1070_H_p39_f105	1070_UC_p37_f52	1070_CCD_p17_f34	1070_ICD_p10_dc21	1070_CCD_p14_dc28	1070_ICD_p27_f64	1070_H_p13_dc25	1070_ICD_p16_f31	1070_H_p11_f26	1070_ICCD_p30_f57	1070_ICD_p33_f83	1070_ICD_p23_f112	1070_ICD_p18_f33	1070_UC_p46_f71	1070_UC_p45_f66	1070_CCD_p17_dc34	1070_UC_p38_f38	1070_H_p45_f80	1070_CCD_p9_f17	1070_H_p6_f11	1070_H_p6_f12	1070_H_p11_b26	1070_UC_p43_f51	1070_ICD_p23_f100	1070_ICD_p22_f116	1070_H_p44_f86	1070_H_p14_i27	1070_H_p37_f113	1070_H_p14_dc27	1070_H_p40_f81	1070_CCD_p35_f72	1070_UC_p24_f77	1070_H_p27_f103	1070_H_p16_f35	taxonomy
337966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
361845	2	0	22	11	23	1	3	6	15	12	6	31	19	0	3	0	7	21	0	1	0	0	1	0	6	0	21	3	42	4	0	9	0	15	34	0	2	0	7	4	2	163	7	0	4	6	0	5	14	0	3	9	9	1	8	1	4	2	0	0	7	4	28	0	6	0	2	4	46	29	5	2	8	11	4	0	0	0	12	1	5	21	3	2	7	0	35	0	0	7	0	0	5	1	3	0	15	0	0	1	11	4	1	6	38	17	7	8	0	4	13	7	2	7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
158458	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	2	3	0	0	1	0	0	1	1	0	0	0	0	0	2	0	1	0	1	2	1	2	0	0	0	1	0	0	4	0	2	0	1	0	0	0	0	1	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	1	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4301141	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
362539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4382048	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__OPB41; o__; f__; g__; s__
352427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
269956	0	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	16	9	0	0	0	0	0	0	1	0	0	0	0	0	18	0	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	25	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
196249	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1629740	56	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__
199245	4	0	0	0	1	0	0	0	0	6	0	2	10	0	0	0	0	0	0	0	2	0	3	10	0	0	18	0	1	12	0	0	0	0	4	0	0	0	0	4	0	70	4	0	0	0	7	0	0	0	90	0	0	2	0	3	6	6	0	1	1	1	19	0	0	0	0	16	52	1	27	0	1	260	1	0	0	0	0	0	0	105	2	3	6	0	0	3	0	10	5	0	0	0	0	0	0	0	0	0	1	1	0	20	0	48	0	0	0	1	0	4	1	25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
720944	3	0	12	0	15	25	12	0	0	13	0	2	1	12	4	0	0	6	17	0	2	6	17	0	2	0	5	49	0	66	29	2	4	0	9	0	1	25	1	1	1	0	2	88	2	1	17	30	0	0	3	0	0	5	0	19	14	4	7	1	1	2	0	0	23	3	10	30	21	5	0	0	1	9	0	0	3	0	3	0	1	0	24	14	0	0	0	0	0	0	19	3	1	51	0	2	0	0	0	1	0	6	0	0	0	10	0	0	0	0	1	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
396239	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
523046	2	0	37	0	0	12	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	6	2	0	0	0	2	0	0	1	11	21	3	0	0	1	0	0	0	0	0	0	0	8	0	0	6	3	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	3	0	4	0	1	0	0	0	4	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
769961	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
338177	9	0	8	0	1	1	7	0	0	15	0	3	0	0	0	0	6	4	2	0	0	3	3	0	0	0	2	0	0	0	1	0	1	0	0	0	0	2	0	0	0	2	0	2	0	3	0	1	1	0	7	5	0	101	0	19	9	0	2	0	3	23	1	0	7	1	0	2	0	36	0	0	0	60	0	0	5	0	19	0	2	0	1	3	0	0	0	9	0	0	1	0	0	0	6	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__faecis
1035392	12	0	15	0	34	17	6	3	0	11	0	34	3	28	4	0	1	1	2	0	1	2	5	0	0	0	4	6	1	21	28	3	3	0	9	0	0	21	0	0	3	7	0	0	0	0	12	5	0	0	2	0	0	4	0	9	6	0	5	0	1	4	1	0	0	2	0	8	3	5	0	1	3	6	0	0	0	0	4	0	0	0	6	1	4	0	0	0	0	2	9	0	2	6	1	1	0	0	0	1	1	8	0	0	1	2	0	1	0	1	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
3090117	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	3	0	1	9	0	0	10	0	0	0	0	0	0	0	0	3	0	0	0	22	0	0	5	0	0	0	12	0	0	0	0	0	5	0	0	0	0	10	0	0	14	0	0	0	0	0	0	24	0	0	0	1	0	1	0	9	120	0	0	0	0	0	1	0	66	0	0	0	0	0	0	0	135	0	0	26	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__
198167	45	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28; f__; g__; s__
772972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
696563	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	10	0	0	0	0	0	6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__producta
844006	1	0	4	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
354517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
360315	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
208790	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	1	0	0	0	3	0	0	16	0	37	0	1	0	4	1	13	0	0	0	0	0	2	0	0	0	1	10	0	3	0	0	0	1	0	22	0	0	10	0	0	0	1	0	0	0	0	0	31	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	4	0	27	0	2	0	0	6	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
309194	52	0	30	6	0	11	4	16	45	21	0	0	3	0	17	0	3	22	3	0	11	13	22	0	19	0	19	27	2	11	3	64	16	7	32	0	71	31	0	75	0	178	18	4	19	1	7	4	0	0	10	32	0	10	0	52	31	0	12	14	6	20	17	0	12	13	1	56	84	28	9	1	15	29	20	0	4	0	42	0	4	34	20	24	31	3	0	7	7	12	7	1	17	3	20	0	0	0	0	0	12	25	0	0	19	63	0	7	0	32	2	0	36	7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
327805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Slackia; s__
370154	4	0	3	0	8	1	6	0	9	6	13	27	3	56	7	0	0	0	3	0	5	29	3	0	14	0	17	2	50	12	9	6	0	12	13	0	0	1	0	0	0	30	1	2	8	1	0	1	0	0	1	0	0	3	0	2	9	6	5	6	3	33	9	0	3	0	3	3	34	26	3	1	0	6	47	0	7	0	6	11	0	29	0	10	2	4	0	1	0	4	27	0	0	7	0	0	0	0	0	28	6	24	0	0	1	14	0	9	0	2	1	5	1	24	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
358712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
332732	23	0	0	0	0	0	0	2	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	6	0	0	30	0	0	0	0	0	0	1	0	0	0	0	0	0	44	0	3	52	0	0	0	0	0	0	0	3	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
197426	6	0	18	3	3	0	0	0	18	8	1	0	0	5	0	0	5	2	1	3	1	4	0	0	28	0	8	0	1	15	2	11	7	0	11	0	7	1	0	1	0	3	0	1	23	7	6	4	27	0	12	4	18	3	4	7	43	0	1	2	1	3	0	0	0	0	0	10	1	21	0	1	2	38	13	0	9	7	19	3	3	1	4	1	0	2	3	2	3	7	6	0	0	0	11	1	8	0	0	5	7	3	0	0	14	2	2	3	0	2	8	1	0	9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
527323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Yersinia; s__
2233608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
4328606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae; g__; s__
358749	4	0	23	1	33	2	12	2	13	1	28	0	8	6	1	0	0	0	0	0	1	1	0	59	5	0	100	2	93	13	5	2	5	0	23	0	9	8	4	0	4	110	0	3	2	36	2	3	55	0	26	20	41	14	60	0	7	9	0	4	2	0	24	2	2	5	0	16	68	78	8	0	0	27	2	4	3	0	18	1	9	54	0	2	4	1	0	1	1	20	1	3	26	0	0	0	0	4	0	3	53	9	0	0	3	54	0	28	9	2	102	4	0	21	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
591439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
113919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
1108422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
580090	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
588315	3	0	12	0	9	2	76	0	0	0	0	4	19	8	10	0	0	1	4	0	2	16	4	0	0	0	1	1	1	1	0	3	7	0	2	2	0	5	0	4	0	4	1	1	0	0	9	1	0	0	0	0	0	0	0	4	1	1	2	1	1	1	0	0	2	1	0	0	0	3	0	21	20	0	2	0	60	0	2	0	0	0	4	6	2	0	0	0	1	0	1	1	5	0	8	0	0	0	0	0	0	12	0	1	2	1	0	0	0	0	0	35	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
579293	3	0	5	0	4	3	10	0	0	18	0	4	3	20	0	0	0	0	4	0	2	5	0	0	0	0	0	4	0	0	18	6	2	0	3	0	0	2	0	1	5	0	2	0	0	0	5	1	0	0	1	0	0	1	0	2	8	6	10	1	6	5	0	0	15	0	0	8	0	3	0	2	23	0	3	0	3	0	3	3	0	0	5	0	3	3	0	1	0	1	15	0	0	1	6	1	0	0	0	1	0	1	0	6	0	0	0	0	0	0	0	2	2	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
195947	0	0	0	0	0	2	11	1	0	15	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	59	0	0	7	0	0	0	0	0	6	0	0	1	10	0	0	0	0	0	10	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2	0	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
470382	4	0	97	8	7	32	0	4	5	4	0	0	13	52	4	0	19	12	1	5	2	3	5	0	15	0	14	9	0	9	4	10	9	5	4	0	10	2	4	6	3	30	0	0	20	12	10	0	21	2	3	2	16	13	29	4	57	0	1	3	0	6	4	0	23	3	1	5	53	24	0	3	11	40	2	0	2	0	13	9	2	0	11	0	14	0	7	0	0	2	2	2	1	4	0	0	19	9	0	20	9	32	0	4	27	51	4	4	0	4	27	22	5	41	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
338987	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
