# sample	original read count	reads mapping to OTU with taxonomy	reads mapping to unclassifed OTU
G94690	104399	85982	107
G94699	75798	61106	94
G94698	104247	86809	415
G94678	106494	83133	792
G94322	318490	184371	2623
G94320	62334	30808	395
G94329	221414	119736	2535
G94328	167016	97685	1330
G74989	7870	7582	78
G74988	7582	7329	48
G75108	50998	47884	579
G75109	23971	20221	13
G75106	59187	55816	113
G75107	33650	31558	232
G75104	55138	49046	1609
G75105	30260	27605	895
G75102	23590	20064	59
G74984	12887	12587	22
G74987	7254	7074	20
G75101	48035	44394	294
G74859	9159	7556	279
G74858	1922	1596	5
G74853	6286	4742	247
G74852	4844	3735	2
G74851	8379	6193	349
G74850	13733	11112	143
G74854	14723	11740	279
G104241	3227	2480	1
G94744	102700	87851	320
G94747	113924	94284	122
G104242	23715	17330	62
G94741	207916	149075	8581
G104244	56314	33918	308
G75074	45324	41618	576
G94742	200707	167654	1788
G104249	3869	2704	41
G104248	4800	3038	92
G75078	39771	34516	2201
G75079	36394	33555	157
G94749	30186	24000	6
G94748	174505	145377	1776
G91882	3036	2254	77
G91885	5588	4227	84
G94670	130438	108022	110
G93168	33479	31596	231
G93169	24098	23171	16
G93160	51250	47177	1965
G93161	47420	43274	1729
G93162	22368	21307	52
G93163	62803	60083	470
G93164	52193	48109	1701
G93165	49083	46189	1095
G93166	64825	61943	298
G93167	42519	40616	448
G104277	35464	24800	11
G90338	3021	2411	132
G90334	20353	17416	133
G90330	14381	12814	112
G90332	354730	302087	18346
G90333	10844	8732	1041
G90207	4048	3008	246
G94352	317843	165043	671
G94353	202143	102685	2450
G94351	317682	166637	1496
G94357	167989	66643	2801
G94354	252174	146837	7485
G94594	32605	29542	52
G90172_comb	144385	126803	2253
G94596	55369	47249	111
G94597	96448	77437	403
G94590	42072	37843	68
G94591	61498	55721	175
G94592	54428	48930	60
G94593	41184	37545	46
G94598	96249	80841	959
G94599	88968	70054	3933
G75115	35231	32521	85
G75114	44041	40966	601
G75117	46799	40848	1688
G75116	50162	43405	3105
G75111	44377	41330	405
G75110	53202	48445	515
G75113	44903	41321	1044
G75112	45262	41260	970
G94668	226536	170713	1117
G94770	132941	110089	2883
G94771	157385	129694	1318
G94772	55728	45641	75
G94773	129401	98802	2139
G94774	116657	96747	240
G94775	120264	94190	520
G104258	9333	5745	94
G104259	62211	42081	1124
G75069	63483	57714	1319
G104257	49837	29999	121
G104254	36931	22502	159
G104255	28525	20428	86
G104252	58316	33256	465
G104253	32377	21241	266
G104250	20509	12717	117
G74880	2188	1864	75
G74949_comb	13768	12089	121
G74887	15035	11840	2272
G74888	12790	11704	159
G74889	10468	9376	144
G94730	159066	122490	954
G104217	20270	12831	315
G92984	44967	32669	96
G108828	26631	24975	380
G95993	15957	8062	59
G95992	38305	20128	18
G91853	29630	21576	128
G96082	243552	120540	140
G93177	47394	45159	509
G93176	71038	67701	437
G93175	51591	48757	454
G93174	55959	53876	116
G93173	41455	39571	229
G93172	49696	47597	372
G93171	60314	56202	959
G93170	44547	42749	183
G93179	36040	34302	563
G93178	61105	53210	5444
G94667	128194	104099	672
G90328	359271	304154	20711
G90321	3781	3411	6
G90261	16938	14866	406
G95984	16139	7076	461
G95985	4135	1784	17
G95986	74525	35077	37
G95987	14242	6634	27
G95980	5433	2664	6
G95981	2451	1238	0
G95982	470144	236753	6189
G95983	25485	12002	94
G95988	1835	960	7
G95989	2410	1230	1
G90217	71593	64618	394
G90219	147792	131381	1888
G90218	3276	2586	67
G94712	80687	62213	865
G94340	457870	259521	2186
G94342	78830	41823	1393
G94345	245717	143446	2894
G94344	101850	54278	1460
G94347	146554	66619	1318
G74979	15154	14590	118
G94349	323277	168000	333
G94602	115331	89849	919
G104311	18139	9787	106
G104310	4172	2397	27
G94583	42561	38050	165
G94582	51720	45841	468
G94581	44590	41106	42
G94580	23681	19682	104
G94587	60679	54262	222
G94713	54268	40894	150
G94585	39494	35346	370
G94584	46384	41864	262
G94604	82407	63188	37
G94589	18573	16815	96
G94605	79613	56649	32
G75128	37620	35444	19
G75129	38240	34611	28
G94606	88896	71008	66
G75120	25790	23096	58
G75121	32637	29462	513
G75122	42861	39130	101
G75156	40450	36637	377
G75124	63513	59236	452
G75125	29850	27343	17
G75126	40393	36877	496
G75127	12105	11055	178
G74970	13883	13544	28
G94609	95324	73077	533
G104229	10078	6101	53
G104228	44727	25770	169
G75059	56734	51515	730
G94769	150466	120085	773
G104223	82107	51671	429
G94766	108502	89559	282
G94765	50739	42429	138
G75057	39186	36017	156
G94763	117588	88790	313
G75051	65074	59103	213
G75052	48698	44154	1135
G104224	73875	50379	258
G74898	12776	10267	1568
G74897	8359	7488	34
G74896	13306	11632	412
G74894	16986	15813	31
G74893	5824	5295	82
G74892	3159	2865	9
G74891	4448	4142	15
G94717	136789	112949	249
G94715	84227	64279	131
G93226	37122	35232	27
G94281	155193	84271	1097
G91845	5974	4193	22
G91847	25720	19729	1142
G91846	6218	4916	16
G91841	3434	2589	12
G91840	1507	1113	53
G91843	6326	4477	144
G91842	34792	26504	82
G91848	2486	1937	20
G93106	52817	50791	122
G93107	52244	49794	60
G93104	39959	37909	318
G93105	38488	36863	87
G93108	35189	33045	585
G93109	51153	48956	90
G94616	119796	94640	322
G94614	52542	40410	364
G90192_comb	156027	138875	568
G94613	131791	104408	367
G96088	192984	96850	753
G96089	225583	107448	563
G95991	10911	4921	44
G95990	132885	65831	16
G95997	94098	48651	1007
G95996	4849	2424	9
G95995	7178	3359	114
G95994	220658	114761	989
G96080	182599	94510	946
G96081	164445	90752	333
G95999	8546	4060	28
G96083	266902	141919	1392
G96084	289532	135048	1474
G96085	205862	98431	357
G96086	265648	141439	208
G96087	190793	101695	214
G90263	157344	136112	5602
G94611	78813	63046	58
G90267	235847	211316	2639
G90264	20329	18103	150
G90265	47281	42352	48
G94377	61081	31012	2294
G94372	119384	66501	3444
G74831_comb	14612	11013	103
G94373	53728	25538	241
G94488	53785	48591	61
G94489	59044	52176	718
G94482	41605	37074	400
G94483	74128	66095	285
G94480	42983	38490	148
G94481	29592	26580	216
G94486	44876	40693	187
G94487	23588	20633	166
G94484	65655	58848	86
G94485	64944	58788	104
G94378	2667	1285	13
G94379	65416	30804	1867
G94374	175068	90027	928
G94375	280935	145338	4227
G104306	78672	48767	147
G104307	66416	49091	91
G94370	197690	112638	3210
G94371	240940	113066	7322
G104302	115980	81939	304
G104303	207639	136634	672
G94579	68517	60272	728
G94576	69738	62758	311
G94577	23926	21519	144
G94574	40067	36258	70
G94572	45021	41390	36
G94573	84541	75553	244
G94570	74249	67597	102
G94571	62960	55963	395
